,Distrito,Tipo I,Ases.,Viol.,Robo,Agr. Grave,Esc.,Apr. I,H. Auto,Date
8260,Morovis,129,2.0,1.0,1.0,13.0,38.0,66,8.0,2018-10-01
8261,Naguabo,137,4.0,1.0,9.0,19.0,51.0,44,9.0,2018-10-01
8262,Naranjito,191,1.0,0.0,8.0,10.0,36.0,115,21.0,2018-10-01
8263,Orocovis,128,3.0,1.0,3.0,15.0,35.0,57,14.0,2018-10-01
8264,Patillas,71,0.0,0.0,3.0,23.0,10.0,35,0.0,2018-10-01
8265,Ponce,1313,35.0,11.0,70.0,148.0,177.0,840,32.0,2018-10-01
8266,Jayuya,94,1.0,2.0,3.0,32.0,25.0,29,2.0,2018-10-01
8267,Peñuelas,74,1.0,0.0,2.0,17.0,24.0,29,1.0,2018-10-01
8268,Juncos,195,13.0,0.0,25.0,20.0,29.0,95,13.0,2018-11-01
8269,Cidra,206,11.0,2.0,11.0,14.0,49.0,100,19.0,2018-11-01
8270,Coamo,157,6.0,3.0,9.0,21.0,38.0,68,12.0,2018-11-01
8271,Comerío,71,8.0,0.0,9.0,10.0,12.0,26,6.0,2018-11-01
8272,Corozal,143,1.0,1.0,8.0,11.0,22.0,82,18.0,2018-11-01
8273,Culebra,27,1.0,0.0,0.0,4.0,11.0,9,2.0,2018-11-01
8274,Dorado,395,12.0,2.0,32.0,25.0,59.0,211,54.0,2018-11-01
8275,Fajardo,266,5.0,2.0,6.0,67.0,64.0,110,12.0,2018-11-01
8276,Florida,52,1.0,1.0,2.0,14.0,18.0,12,4.0,2018-11-01
8277,Guánica,88,2.0,1.0,1.0,18.0,25.0,39,2.0,2018-11-01
8278,Guayama,305,7.0,3.0,16.0,52.0,60.0,162,5.0,2018-11-01
8279,Guaynabo,788,12.0,4.0,66.0,29.0,120.0,451,106.0,2018-11-01
8280,Gurabo,153,2.0,0.0,28.0,12.0,23.0,75,13.0,2018-11-01
8281,Hatillo,325,3.0,1.0,9.0,43.0,37.0,207,25.0,2018-11-01
8282,Hormigueros,50,0.0,2.0,1.0,6.0,17.0,21,3.0,2018-11-01
8283,Humacao,295,7.0,2.0,25.0,38.0,94.0,116,13.0,2018-11-01
8284,Isabela,310,1.0,5.0,11.0,39.0,84.0,164,6.0,2018-11-01
8285,Ciales,114,1.0,1.0,4.0,11.0,24.0,64,9.0,2018-11-01
8286,Ceiba,57,3.0,2.0,5.0,7.0,14.0,26,0.0,2018-11-01
8287,Cayey,376,10.0,3.0,20.0,66.0,58.0,173,46.0,2018-11-01
8288,Cataño,232,6.0,1.0,22.0,14.0,45.0,117,27.0,2018-11-01
8289,Adjuntas,66,0.0,0.0,0.0,18.0,17.0,29,2.0,2018-11-01
8290,Aguada ,127,0.0,1.0,2.0,22.0,33.0,58,11.0,2018-11-01
8291,Aguadilla,490,4.0,5.0,10.0,74.0,114.0,260,23.0,2018-11-01
8292,Aguas Buenas,105,7.0,2.0,10.0,19.0,21.0,38,8.0,2018-11-01
8293,Aibonito,134,3.0,3.0,12.0,26.0,43.0,35,12.0,2018-11-01
8294,Añasco,96,0.0,2.0,5.0,12.0,39.0,31,7.0,2018-11-01
8295,Arecibo,494,9.0,6.0,31.0,86.0,88.0,226,48.0,2018-11-01
8296,Jayuya,99,1.0,2.0,3.0,33.0,29.0,29,2.0,2018-11-01
8297,Arroyo,113,0.0,3.0,7.0,26.0,27.0,48,2.0,2018-11-01
8298,Barranquitas,178,3.0,1.0,6.0,35.0,50.0,68,15.0,2018-11-01
8299,Bayamón,2685,27.0,10.0,204.0,131.0,377.0,1297,639.0,2018-11-01
8300,Cabo Rojo,189,4.0,2.0,5.0,24.0,55.0,92,7.0,2018-11-01
8301,Caguas,1450,24.0,1.0,109.0,90.0,207.0,863,156.0,2018-11-01
8302,Camuy,174,1.0,2.0,7.0,35.0,28.0,94,7.0,2018-11-01
8303,Canóvanas,303,13.0,4.0,29.0,56.0,46.0,136,19.0,2018-11-01
8304,Carolina,1819,31.0,13.0,142.0,188.0,256.0,988,201.0,2018-11-01
8305,Barceloneta,271,0.0,1.0,17.0,13.0,18.0,191,31.0,2018-11-01
8306,Juana Díaz,238,11.0,1.0,12.0,35.0,41.0,133,5.0,2018-11-01
8307,Guayanilla,80,1.0,2.0,5.0,19.0,20.0,28,5.0,2018-11-01
8308,Lares,144,0.0,1.0,5.0,32.0,31.0,67,8.0,2018-11-01
8309,Sabana Grande,68,0.0,1.0,4.0,15.0,13.0,35,0.0,2018-11-01
8310,Salinas,213,7.0,2.0,12.0,37.0,38.0,111,6.0,2018-11-01
8311,San Germán,110,1.0,3.0,4.0,21.0,20.0,58,3.0,2018-11-01
8312,San Juan,6180,130.0,22.0,658.0,406.0,936.0,3027,1000.0,2018-11-01
8313,San Lorenzo,126,12.0,0.0,17.0,12.0,28.0,50,7.0,2018-11-01
8314,Lajas,116,2.0,5.0,3.0,23.0,25.0,57,1.0,2018-11-01
8315,Santa Isabel,145,1.0,1.0,4.0,41.0,14.0,80,4.0,2018-11-01
8316,Toa Alta,327,6.0,2.0,21.0,19.0,85.0,138,56.0,2018-11-01
8317,Toa Baja,769,12.0,6.0,66.0,41.0,130.0,327,187.0,2018-11-01
8318,Trujillo Alto,388,11.0,3.0,35.0,47.0,62.0,204,26.0,2018-11-01
8319,Utuado,141,1.0,0.0,5.0,16.0,26.0,85,8.0,2018-11-01
8320,Vega Alta,285,11.0,0.0,13.0,40.0,39.0,136,46.0,2018-11-01
8321,Vega Baja,599,7.0,2.0,35.0,32.0,134.0,319,70.0,2018-11-01
8322,Vieques,119,3.0,0.0,0.0,14.0,59.0,37,6.0,2018-11-01
8323,Villalba,82,0.0,0.0,7.0,27.0,16.0,29,3.0,2018-11-01
8324,Yabucoa,128,1.0,2.0,13.0,30.0,33.0,47,2.0,2018-11-01
8325,Yauco,131,4.0,2.0,7.0,22.0,23.0,69,4.0,2018-11-01
8326,Rio Grande,202,13.0,4.0,25.0,29.0,51.0,63,17.0,2018-11-01
8327,Rincón,98,0.0,3.0,2.0,15.0,22.0,53,3.0,2018-11-01
8328,San Sebastián,149,3.0,1.0,2.0,25.0,45.0,66,7.0,2018-11-01
8329,Las Marías,33,0.0,0.0,0.0,8.0,8.0,15,2.0,2018-11-01
8330,Quebradillas,113,2.0,0.0,3.0,12.0,17.0,72,7.0,2018-11-01
8331,Las Piedras,209,7.0,1.0,15.0,23.0,83.0,65,15.0,2018-11-01
8332,Loiza,209,11.0,5.0,16.0,48.0,29.0,87,13.0,2018-11-01
8333,Luquillo,181,3.0,0.0,16.0,21.0,53.0,84,4.0,2018-11-01
8334,Manatí,317,7.0,5.0,25.0,38.0,41.0,159,42.0,2018-11-01
8335,Maunabo,45,1.0,0.0,2.0,14.0,8.0,19,1.0,2018-11-01
8336,Mayagüez,525,16.0,3.0,19.0,60.0,67.0,326,34.0,2018-11-01
8337,Maricao,38,0.0,0.0,0.0,4.0,9.0,25,0.0,2018-11-01
8338,Morovis,138,2.0,1.0,2.0,17.0,38.0,69,9.0,2018-11-01
8339,Naguabo,147,4.0,1.0,10.0,21.0,55.0,47,9.0,2018-11-01
8340,Naranjito,225,1.0,0.0,10.0,16.0,40.0,132,26.0,2018-11-01
8341,Orocovis,133,3.0,1.0,3.0,15.0,37.0,60,14.0,2018-11-01
8342,Patillas,76,0.0,0.0,4.0,23.0,11.0,38,0.0,2018-11-01
8343,Peñuelas,77,3.0,0.0,2.0,17.0,25.0,29,1.0,2018-11-01
8344,Ponce,1446,36.0,11.0,87.0,156.0,192.0,926,38.0,2018-11-01
8345,Moca,135,1.0,3.0,1.0,14.0,34.0,80,2.0,2018-11-01
8346,Quebradillas,129,2.0,0.0,3.0,13.0,18.0,84,9.0,2018-12-01
8347,Naguabo,153,7.0,1.0,10.0,23.0,56.0,47,9.0,2018-12-01
8348,Ponce,1607,37.0,11.0,97.0,183.0,205.0,1026,48.0,2018-12-01
8349,Peñuelas,92,3.0,0.0,3.0,23.0,31.0,29,3.0,2018-12-01
8350,Patillas,84,0.0,0.0,4.0,26.0,13.0,41,0.0,2018-12-01
8351,Orocovis,142,3.0,1.0,3.0,18.0,39.0,63,15.0,2018-12-01
8352,Naranjito,257,1.0,0.0,15.0,17.0,42.0,154,28.0,2018-12-01
8353,Morovis,152,2.0,1.0,3.0,21.0,43.0,72,10.0,2018-12-01
8354,Las Piedras,220,7.0,1.0,15.0,25.0,85.0,71,16.0,2018-12-01
8355,Mayagüez,577,16.0,4.0,20.0,67.0,75.0,358,37.0,2018-12-01
8356,Maunabo,49,1.0,0.0,2.0,15.0,9.0,21,1.0,2018-12-01
8357,Maricao,45,0.0,0.0,0.0,5.0,11.0,29,0.0,2018-12-01
8358,Manatí,354,9.0,5.0,29.0,40.0,46.0,177,48.0,2018-12-01
8359,Luquillo,194,3.0,2.0,16.0,22.0,57.0,90,4.0,2018-12-01
8360,Loiza,230,11.0,6.0,18.0,55.0,32.0,94,14.0,2018-12-01
8361,Rincón,112,0.0,3.0,2.0,17.0,24.0,63,3.0,2018-12-01
8362,Moca,166,1.0,3.0,1.0,20.0,39.0,100,2.0,2018-12-01
8363,Rio Grande,211,15.0,4.0,24.0,27.0,59.0,66,16.0,2018-12-01
8364,Adjuntas,72,1.0,0.0,0.0,19.0,20.0,30,2.0,2018-12-01
8365,Salinas,222,10.0,0.0,13.0,39.0,39.0,114,7.0,2018-12-01
8366,Las Marías,35,0.0,0.0,0.0,8.0,9.0,16,2.0,2018-12-01
8367,Yauco,145,4.0,3.0,8.0,27.0,25.0,74,4.0,2018-12-01
8368,Yabucoa,140,2.0,2.0,15.0,36.0,34.0,49,2.0,2018-12-01
8369,Villalba,94,0.0,0.0,7.0,34.0,18.0,31,4.0,2018-12-01
8370,Vieques,128,5.0,0.0,0.0,15.0,61.0,40,7.0,2018-12-01
8371,Vega Baja,631,9.0,2.0,36.0,33.0,139.0,338,74.0,2018-12-01
8372,Vega Alta,317,11.0,0.0,14.0,46.0,46.0,148,52.0,2018-12-01
8373,Sabana Grande,71,0.0,1.0,4.0,15.0,13.0,38,0.0,2018-12-01
8374,Utuado,151,1.0,0.0,5.0,17.0,27.0,92,9.0,2018-12-01
8375,Toa Baja,850,19.0,7.0,71.0,51.0,148.0,355,199.0,2018-12-01
8376,Toa Alta,362,7.0,3.0,22.0,26.0,95.0,149,60.0,2018-12-01
8377,Santa Isabel,183,1.0,2.0,6.0,50.0,20.0,98,6.0,2018-12-01
8378,San Sebastián,164,3.0,1.0,3.0,28.0,48.0,74,7.0,2018-12-01
8379,San Lorenzo,139,14.0,0.0,17.0,15.0,29.0,56,8.0,2018-12-01
8380,San Juan,6837,143.0,23.0,705.0,456.0,1015.0,3355,1139.0,2018-12-01
8381,San Germán,118,1.0,3.0,4.0,25.0,22.0,60,3.0,2018-12-01
8382,Trujillo Alto,421,12.0,3.0,35.0,59.0,66.0,219,27.0,2018-12-01
8383,Lares,170,0.0,2.0,6.0,35.0,44.0,74,9.0,2018-12-01
8384,Aguada ,151,0.0,1.0,4.0,25.0,38.0,71,12.0,2018-12-01
8385,Juncos,206,13.0,0.0,27.0,22.0,32.0,98,14.0,2018-12-01
8386,Cayey,404,11.0,3.0,23.0,70.0,65.0,184,48.0,2018-12-01
8387,Cataño,252,7.0,1.0,22.0,14.0,53.0,125,30.0,2018-12-01
8388,Carolina,1993,35.0,13.0,157.0,216.0,285.0,1072,215.0,2018-12-01
8389,Canóvanas,336,13.0,4.0,32.0,67.0,50.0,145,25.0,2018-12-01
8390,Camuy,189,1.0,2.0,9.0,37.0,33.0,99,8.0,2018-12-01
8391,Caguas,1567,29.0,1.0,128.0,104.0,218.0,913,174.0,2018-12-01
8392,Cabo Rojo,217,6.0,2.0,5.0,26.0,59.0,110,9.0,2018-12-01
8393,Ceiba,66,3.0,3.0,6.0,8.0,20.0,26,0.0,2018-12-01
8394,Bayamón,3007,29.0,11.0,218.0,151.0,412.0,1430,756.0,2018-12-01
8395,Barceloneta,288,0.0,1.0,18.0,13.0,21.0,203,32.0,2018-12-01
8396,Arroyo,124,0.0,3.0,8.0,32.0,30.0,48,3.0,2018-12-01
8397,Arecibo,533,11.0,6.0,31.0,92.0,95.0,247,51.0,2018-12-01
8398,Añasco,105,0.0,2.0,6.0,14.0,41.0,35,7.0,2018-12-01
8399,Aibonito,146,3.0,3.0,12.0,30.0,47.0,39,12.0,2018-12-01
8400,Aguas Buenas,114,8.0,3.0,13.0,19.0,24.0,39,8.0,2018-12-01
8401,Lajas,120,2.0,6.0,3.0,24.0,26.0,58,1.0,2018-12-01
8402,Barranquitas,196,3.0,1.0,6.0,38.0,55.0,77,16.0,2018-12-01
8403,Ciales,128,2.0,1.0,6.0,11.0,27.0,71,10.0,2018-12-01
8404,Aguadilla,546,4.0,5.0,11.0,81.0,124.0,293,28.0,2018-12-01
8405,Coamo,174,7.0,3.0,10.0,24.0,39.0,78,13.0,2018-12-01
8406,Juana Díaz,266,12.0,1.0,14.0,38.0,50.0,145,6.0,2018-12-01
8407,Jayuya,102,1.0,2.0,3.0,35.0,29.0,30,2.0,2018-12-01
8408,Isabela,382,1.0,5.0,13.0,47.0,105.0,204,7.0,2018-12-01
8409,Humacao,323,7.0,2.0,28.0,39.0,105.0,127,15.0,2018-12-01
8410,Hormigueros,56,0.0,2.0,1.0,6.0,20.0,24,3.0,2018-12-01
8411,Cidra,223,12.0,2.0,12.0,16.0,51.0,107,23.0,2018-12-01
8412,Gurabo,162,2.0,0.0,30.0,12.0,25.0,79,14.0,2018-12-01
8413,Guaynabo,892,14.0,4.0,71.0,47.0,130.0,500,126.0,2018-12-01
8414,Hatillo,344,3.0,1.0,12.0,46.0,38.0,215,29.0,2018-12-01
8415,Guayama,326,7.0,4.0,16.0,57.0,62.0,175,5.0,2018-12-01
8416,Guánica,104,2.0,1.0,1.0,22.0,30.0,45,3.0,2018-12-01
8417,Florida,59,1.0,1.0,2.0,15.0,18.0,18,4.0,2018-12-01
8418,Fajardo,293,8.0,2.0,8.0,68.0,70.0,124,13.0,2018-12-01
8419,Dorado,437,12.0,2.0,36.0,29.0,64.0,235,59.0,2018-12-01
8420,Culebra,31,1.0,0.0,0.0,4.0,14.0,10,2.0,2018-12-01
8421,Corozal,153,1.0,1.0,10.0,12.0,23.0,86,20.0,2018-12-01
8422,Comerío,83,8.0,0.0,12.0,11.0,15.0,30,7.0,2018-12-01
8423,Guayanilla,94,1.0,3.0,5.0,25.0,23.0,32,5.0,2018-12-01
8424,Cidra,18,0.0,0.0,2.0,1.0,7.0,8,0.0,2019-01-01
8425,Coamo,10,0.0,0.0,0.0,4.0,2.0,4,0.0,2019-01-01
8426,Comerío,9,0.0,0.0,1.0,2.0,2.0,4,0.0,2019-01-01
8427,Corozal,9,0.0,0.0,2.0,1.0,0.0,5,1.0,2019-01-01
8428,Culebra,4,0.0,0.0,0.0,0.0,1.0,2,1.0,2019-01-01
8429,Dorado,31,2.0,0.0,1.0,1.0,4.0,14,9.0,2019-01-01
8430,Fajardo,36,4.0,1.0,4.0,7.0,5.0,15,0.0,2019-01-01
8431,Humacao,35,0.0,0.0,6.0,4.0,5.0,18,2.0,2019-01-01
8432,Guánica,6,0.0,0.0,1.0,0.0,1.0,4,0.0,2019-01-01
8433,Guayama,29,0.0,0.0,2.0,6.0,4.0,16,1.0,2019-01-01
8434,Guayanilla,6,0.0,0.0,0.0,0.0,2.0,4,0.0,2019-01-01
8435,Guaynabo,80,3.0,0.0,9.0,3.0,8.0,32,25.0,2019-01-01
8436,Gurabo,23,2.0,0.0,5.0,6.0,4.0,6,0.0,2019-01-01
8437,Hatillo,29,0.0,0.0,2.0,2.0,3.0,21,1.0,2019-01-01
8438,Hormigueros,3,1.0,0.0,1.0,0.0,0.0,1,0.0,2019-01-01
8439,Ciales,9,0.0,0.0,0.0,2.0,3.0,4,0.0,2019-01-01
8440,Florida,3,0.0,0.0,1.0,0.0,1.0,1,0.0,2019-01-01
8441,Ceiba,7,1.0,0.0,1.0,2.0,2.0,1,0.0,2019-01-01
8442,Barranquitas,17,0.0,1.0,2.0,3.0,1.0,6,4.0,2019-01-01
8443,Cataño,23,1.0,0.0,0.0,1.0,3.0,6,12.0,2019-01-01
8444,Isabela,32,0.0,0.0,0.0,5.0,6.0,20,1.0,2019-01-01
8445,Adjuntas,2,0.0,0.0,0.0,0.0,2.0,0,0.0,2019-01-01
8446,Aguada ,14,0.0,1.0,1.0,1.0,2.0,9,0.0,2019-01-01
8447,Aguadilla,37,0.0,0.0,0.0,6.0,6.0,24,1.0,2019-01-01
8448,Aguas Buenas,13,0.0,0.0,2.0,2.0,3.0,6,0.0,2019-01-01
8449,Aibonito,11,1.0,0.0,0.0,2.0,3.0,5,0.0,2019-01-01
8450,Añasco,7,1.0,0.0,0.0,1.0,1.0,4,0.0,2019-01-01
8451,Cayey,24,1.0,0.0,0.0,1.0,4.0,15,3.0,2019-01-01
8452,Arecibo,43,0.0,1.0,5.0,9.0,9.0,13,6.0,2019-01-01
8453,Barceloneta,25,0.0,0.0,2.0,4.0,4.0,13,2.0,2019-01-01
8454,Bayamón,289,1.0,2.0,20.0,11.0,41.0,117,97.0,2019-01-01
8455,Cabo Rojo,13,0.0,0.0,0.0,0.0,4.0,8,1.0,2019-01-01
8456,Caguas,117,2.0,1.0,15.0,18.0,5.0,59,17.0,2019-01-01
8457,Camuy,20,0.0,0.0,2.0,5.0,3.0,9,1.0,2019-01-01
8458,Canóvanas,32,1.0,3.0,1.0,5.0,3.0,13,6.0,2019-01-01
8459,Carolina,164,3.0,0.0,18.0,25.0,16.0,88,14.0,2019-01-01
8460,Arroyo,9,0.0,0.0,2.0,1.0,2.0,4,0.0,2019-01-01
8461,Jayuya,11,1.0,0.0,0.0,2.0,5.0,3,0.0,2019-01-01
8462,Juana Díaz,16,0.0,0.0,3.0,1.0,5.0,6,1.0,2019-01-01
8463,Juncos,20,2.0,0.0,2.0,2.0,4.0,8,2.0,2019-01-01
8464,Sabana Grande,3,0.0,0.0,0.0,1.0,0.0,2,0.0,2019-01-01
8465,Salinas,14,2.0,0.0,0.0,3.0,2.0,7,0.0,2019-01-01
8466,San Germán,10,1.0,0.0,1.0,3.0,3.0,2,0.0,2019-01-01
8467,San Juan,599,8.0,2.0,55.0,31.0,81.0,280,142.0,2019-01-01
8468,San Lorenzo,14,1.0,0.0,1.0,6.0,1.0,3,2.0,2019-01-01
8469,San Sebastián,11,0.0,0.0,0.0,2.0,2.0,7,0.0,2019-01-01
8470,Santa Isabel,9,3.0,0.0,0.0,2.0,1.0,2,1.0,2019-01-01
8471,Rio Grande,17,1.0,0.0,1.0,1.0,7.0,5,2.0,2019-01-01
8472,Toa Alta,34,2.0,0.0,2.0,2.0,4.0,20,4.0,2019-01-01
8473,Trujillo Alto,51,0.0,0.0,5.0,5.0,6.0,29,6.0,2019-01-01
8474,Utuado,10,0.0,0.0,1.0,1.0,1.0,7,0.0,2019-01-01
8475,Vega Alta,24,0.0,0.0,0.0,1.0,7.0,11,5.0,2019-01-01
8476,Vega Baja,41,1.0,0.0,1.0,5.0,6.0,22,6.0,2019-01-01
8477,Vieques,7,0.0,0.0,0.0,2.0,3.0,2,0.0,2019-01-01
8478,Villalba,7,0.0,0.0,2.0,1.0,0.0,3,1.0,2019-01-01
8479,Yauco,12,0.0,0.0,0.0,0.0,1.0,10,1.0,2019-01-01
8480,Toa Baja,66,2.0,1.0,10.0,3.0,5.0,26,19.0,2019-01-01
8481,Rincón,14,0.0,0.0,0.0,0.0,1.0,13,0.0,2019-01-01
8482,Yabucoa,10,0.0,1.0,0.0,4.0,4.0,1,0.0,2019-01-01
8483,Ponce,98,4.0,0.0,11.0,7.0,14.0,55,7.0,2019-01-01
8484,Quebradillas,9,0.0,0.0,0.0,2.0,5.0,1,1.0,2019-01-01
8485,Lares,17,0.0,0.0,0.0,2.0,10.0,3,2.0,2019-01-01
8486,Las Marías,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2019-01-01
8487,Las Piedras,14,2.0,0.0,0.0,6.0,3.0,3,0.0,2019-01-01
8488,Loiza,18,0.0,0.0,1.0,2.0,3.0,10,2.0,2019-01-01
8489,Luquillo,14,0.0,0.0,2.0,2.0,3.0,6,1.0,2019-01-01
8490,Manatí,35,0.0,0.0,4.0,3.0,3.0,22,3.0,2019-01-01
8491,Maricao,7,0.0,0.0,0.0,1.0,4.0,2,0.0,2019-01-01
8492,Lajas,3,0.0,0.0,0.0,0.0,0.0,3,0.0,2019-01-01
8493,Mayagüez,43,0.0,0.0,1.0,5.0,10.0,25,2.0,2019-01-01
8494,Moca,18,0.0,1.0,1.0,0.0,3.0,13,0.0,2019-01-01
8495,Morovis,6,1.0,0.0,0.0,0.0,0.0,4,1.0,2019-01-01
8496,Naguabo,13,1.0,0.0,2.0,0.0,1.0,8,1.0,2019-01-01
8497,Naranjito,25,0.0,0.0,2.0,2.0,6.0,10,5.0,2019-01-01
8498,Orocovis,11,0.0,0.0,0.0,1.0,3.0,6,1.0,2019-01-01
8499,Patillas,9,0.0,1.0,0.0,4.0,1.0,3,0.0,2019-01-01
8500,Maunabo,5,0.0,0.0,0.0,1.0,2.0,2,0.0,2019-01-01
8501,Peñuelas,6,0.0,0.0,1.0,2.0,3.0,0,0.0,2019-01-01
8502,Cidra,32,0.0,0.0,2.0,3.0,11.0,15,1.0,2019-02-01
8503,Coamo,18,0.0,0.0,0.0,4.0,3.0,11,0.0,2019-02-01
8504,Comerío,17,0.0,0.0,1.0,6.0,2.0,6,2.0,2019-02-01
8505,Corozal,22,0.0,0.0,3.0,3.0,4.0,8,4.0,2019-02-01
8506,Culebra,8,0.0,0.0,1.0,0.0,2.0,4,1.0,2019-02-01
8507,Dorado,65,2.0,0.0,2.0,7.0,11.0,27,16.0,2019-02-01
8508,Fajardo,59,7.0,1.0,5.0,12.0,11.0,22,1.0,2019-02-01
8509,Guayanilla,10,0.0,0.0,1.0,1.0,3.0,5,0.0,2019-02-01
8510,Guánica,9,0.0,0.0,1.0,1.0,2.0,5,0.0,2019-02-01
8511,Guayama,55,0.0,1.0,2.0,10.0,9.0,31,2.0,2019-02-01
8512,Guaynabo,156,4.0,2.0,13.0,6.0,15.0,82,34.0,2019-02-01
8513,Gurabo,35,2.0,0.0,10.0,6.0,7.0,8,2.0,2019-02-01
8514,Hatillo,63,1.0,0.0,5.0,7.0,7.0,41,2.0,2019-02-01
8515,Hormigueros,7,1.0,0.0,1.0,1.0,0.0,4,0.0,2019-02-01
8516,Ciales,14,0.0,0.0,0.0,2.0,5.0,7,0.0,2019-02-01
8517,Florida,5,0.0,0.0,1.0,0.0,1.0,3,0.0,2019-02-01
8518,Humacao,55,0.0,1.0,7.0,6.0,9.0,29,3.0,2019-02-01
8519,Barranquitas,27,0.0,1.0,2.0,5.0,3.0,12,4.0,2019-02-01
8520,Cataño,33,1.0,0.0,0.0,1.0,8.0,11,12.0,2019-02-01
8521,Isabela,66,0.0,0.0,0.0,8.0,12.0,44,2.0,2019-02-01
8522,Adjuntas,6,0.0,0.0,0.0,0.0,4.0,2,0.0,2019-02-01
8523,Aguada ,28,0.0,1.0,1.0,9.0,2.0,15,0.0,2019-02-01
8524,Aguadilla,66,0.0,0.0,0.0,10.0,14.0,41,1.0,2019-02-01
8525,Aguas Buenas,19,0.0,0.0,3.0,3.0,6.0,7,0.0,2019-02-01
8526,Aibonito,15,1.0,0.0,0.0,2.0,6.0,6,0.0,2019-02-01
8527,Añasco,18,1.0,0.0,0.0,3.0,4.0,9,1.0,2019-02-01
8528,Cayey,54,5.0,0.0,2.0,9.0,6.0,25,7.0,2019-02-01
8529,Arecibo,98,1.0,3.0,10.0,20.0,20.0,36,8.0,2019-02-01
8530,Barceloneta,47,0.0,0.0,4.0,6.0,5.0,28,4.0,2019-02-01
8531,Bayamón,524,3.0,3.0,28.0,18.0,63.0,237,172.0,2019-02-01
8532,Cabo Rojo,30,0.0,0.0,0.0,2.0,7.0,18,3.0,2019-02-01
8533,Caguas,225,3.0,1.0,22.0,33.0,16.0,126,24.0,2019-02-01
8534,Camuy,40,0.0,0.0,4.0,7.0,7.0,21,1.0,2019-02-01
8535,Canóvanas,49,2.0,3.0,1.0,9.0,7.0,20,7.0,2019-02-01
8536,Carolina,299,4.0,0.0,27.0,40.0,25.0,177,26.0,2019-02-01
8537,Arroyo,10,0.0,0.0,2.0,1.0,2.0,5,0.0,2019-02-01
8538,Jayuya,19,1.0,0.0,0.0,4.0,9.0,5,0.0,2019-02-01
8539,Ceiba,13,3.0,0.0,1.0,2.0,5.0,2,0.0,2019-02-01
8540,Juncos,35,2.0,0.0,3.0,6.0,4.0,17,3.0,2019-02-01
8541,Sabana Grande,6,0.0,0.0,0.0,1.0,0.0,5,0.0,2019-02-01
8542,Salinas,34,2.0,0.0,1.0,12.0,5.0,12,2.0,2019-02-01
8543,San Germán,15,2.0,0.0,1.0,3.0,5.0,4,0.0,2019-02-01
8544,San Juan,1058,23.0,6.0,81.0,59.0,121.0,528,240.0,2019-02-01
8545,San Lorenzo,16,1.0,0.0,1.0,6.0,2.0,3,3.0,2019-02-01
8546,San Sebastián,21,0.0,0.0,0.0,3.0,5.0,12,1.0,2019-02-01
8547,Santa Isabel,21,3.0,0.0,0.0,7.0,1.0,9,1.0,2019-02-01
8548,Toa Alta,58,2.0,1.0,4.0,3.0,6.0,34,8.0,2019-02-01
8549,Toa Baja,142,2.0,1.0,14.0,5.0,15.0,57,48.0,2019-02-01
8550,Trujillo Alto,75,0.0,1.0,6.0,10.0,10.0,42,6.0,2019-02-01
8551,Utuado,24,0.0,0.0,1.0,8.0,4.0,11,0.0,2019-02-01
8552,Vega Alta,56,1.0,0.0,2.0,4.0,9.0,30,10.0,2019-02-01
8553,Vega Baja,104,1.0,1.0,13.0,8.0,18.0,51,12.0,2019-02-01
8554,Vieques,15,0.0,0.0,0.0,3.0,3.0,8,1.0,2019-02-01
8555,Villalba,10,0.0,0.0,3.0,2.0,0.0,4,1.0,2019-02-01
8556,Juana Díaz,36,1.0,0.0,5.0,2.0,12.0,13,3.0,2019-02-01
8557,Yauco,24,0.0,0.0,1.0,3.0,3.0,16,1.0,2019-02-01
8558,Rio Grande,23,1.0,0.0,2.0,2.0,8.0,8,2.0,2019-02-01
8559,Rincón,29,0.0,0.0,1.0,2.0,4.0,22,0.0,2019-02-01
8560,Yabucoa,19,1.0,1.0,1.0,6.0,7.0,3,0.0,2019-02-01
8561,Ponce,194,6.0,0.0,17.0,21.0,25.0,117,8.0,2019-02-01
8562,Quebradillas,28,0.0,0.0,0.0,3.0,11.0,13,1.0,2019-02-01
8563,Lajas,10,0.0,0.0,0.0,1.0,2.0,7,0.0,2019-02-01
8564,Las Marías,4,0.0,0.0,0.0,1.0,2.0,0,1.0,2019-02-01
8565,Las Piedras,24,2.0,0.0,1.0,8.0,4.0,9,0.0,2019-02-01
8566,Loiza,30,0.0,0.0,2.0,4.0,3.0,19,2.0,2019-02-01
8567,Luquillo,37,2.0,0.0,2.0,9.0,8.0,15,1.0,2019-02-01
8568,Manatí,59,0.0,0.0,5.0,6.0,5.0,39,4.0,2019-02-01
8569,Maricao,8,0.0,0.0,1.0,1.0,4.0,2,0.0,2019-02-01
8570,Lares,38,0.0,0.0,1.0,2.0,15.0,16,4.0,2019-02-01
8571,Mayagüez,85,1.0,0.0,5.0,11.0,13.0,53,2.0,2019-02-01
8572,Moca,27,0.0,1.0,1.0,2.0,5.0,17,1.0,2019-02-01
8573,Morovis,17,1.0,0.0,2.0,3.0,0.0,7,4.0,2019-02-01
8574,Naguabo,19,1.0,0.0,4.0,1.0,2.0,10,1.0,2019-02-01
8575,Naranjito,32,0.0,0.0,2.0,3.0,7.0,13,7.0,2019-02-01
